transaction_id,account_id,transaction_date,transaction_type,amount
79,375,2023-05-28 00:00:00,Rebalance,5474.78
80,1426,2024-08-09 00:00:00,Sell,4301.61
81,1476,2023-09-07 00:00:00,Dividend,3518.27
82,822,2020-03-07 00:00:00,Sell,4524.38
83,603,2022-12-23 00:00:00,Withdrawal,67848.95
84,329,2021-02-07 00:00:00,Sell,5745.53
85,227,2025-06-14 00:00:00,Sell,18952.57
86,1,2021-09-22 00:00:00,Buy,4253.75
87,773,2025-11-01 00:00:00,Withdrawal,26667.91
88,1441,2021-01-11 00:00:00,Rebalance,940.74
89,188,2023-12-01 00:00:00,Withdrawal,595.64
90,229,2020-12-06 00:00:00,Buy,15294.52
91,1275,2023-08-29 00:00:00,Buy,5750.27
92,1231,2025-12-11 00:00:00,Dividend,2906.56
93,198,2023-05-24 00:00:00,Withdrawal,2077.68
94,1438,2023-10-21 00:00:00,Withdrawal,2801.43
95,848,2022-06-01 00:00:00,Sell,6964.2
96,227,2025-11-22 00:00:00,Contribution,6328.29
97,721,2022-04-18 00:00:00,Sell,4491.74
98,388,2022-07-05 00:00:00,Sell,12145.29
99,266,2024-12-24 00:00:00,Buy,2711.94
100,1361,2023-08-14 00:00:00,Buy,3772.08
101,520,2024-12-07 00:00:00,Rebalance,18892.81
102,449,2020-02-04 00:00:00,Buy,4372.6
103,885,2023-12-15 00:00:00,Sell,10302.06
104,640,2026-03-30 00:00:00,Sell,13032.81
105,213,2026-01-24 00:00:00,Buy,2057.63
106,1392,2024-09-08 00:00:00,Contribution,5018.21
107,639,2023-12-15 00:00:00,Buy,1743.65
108,937,2026-03-30 00:00:00,Dividend,3676.72
109,644,2025-02-07 00:00:00,Buy,499.96
110,598,2024-12-21 00:00:00,Buy,25816.51
111,1390,2025-11-24 00:00:00,Withdrawal,2593.45
112,911,2026-01-15 00:00:00,Rebalance,1310.5
113,887,2021-12-22 00:00:00,Buy,4723.49
114,1359,2025-10-05 00:00:00,Buy,6008.94
115,401,2021-12-30 00:00:00,Contribution,15219.99
116,223,2025-07-17 00:00:00,Buy,7602.53
117,1109,2024-10-29 00:00:00,Buy,12461.66
118,458,2023-05-11 00:00:00,Buy,8026.17
119,798,2025-07-12 00:00:00,Dividend,4057.8
120,1194,2021-01-14 00:00:00,Sell,2389.29
121,788,2024-06-10 00:00:00,Rebalance,5079.07
122,1108,2024-08-28 00:00:00,Buy,9807.1
123,1422,2021-02-09 00:00:00,Rebalance,9650.35
124,1030,2025-04-19 00:00:00,Buy,13741.42
125,674,2024-03-29 00:00:00,Sell,6958.81
126,1065,2025-01-22 00:00:00,Dividend,29296.42
127,1282,2024-06-21 00:00:00,Buy,5982.58
128,1138,2022-06-09 00:00:00,Buy,19180.33
129,1475,2025-02-23 00:00:00,Buy,3907.4
130,376,2020-04-28 00:00:00,Contribution,5020.2
131,559,2022-10-04 00:00:00,Buy,6737.45
132,959,2022-01-06 00:00:00,Sell,1773.23
133,1194,2022-06-22 00:00:00,Dividend,1548.47
134,508,2024-01-01 00:00:00,Rebalance,5720.48
135,1133,2025-01-25 00:00:00,Buy,13988.38
136,716,2023-10-14 00:00:00,Sell,6694.94
137,1058,2025-01-03 00:00:00,Dividend,3491.87
138,613,2025-04-16 00:00:00,Buy,6413.33
139,1193,2020-01-21 00:00:00,Buy,8119.57
140,702,2023-09-09 00:00:00,Rebalance,12220.17
141,1194,2020-10-11 00:00:00,Rebalance,2818.83
142,408,2021-06-14 00:00:00,Buy,1892.96
143,637,2024-10-15 00:00:00,Buy,1108.81
144,323,2025-10-07 00:00:00,Withdrawal,3146.32
145,432,2021-07-09 00:00:00,Rebalance,3259.55
146,974,2023-07-05 00:00:00,Buy,3998.84
147,1149,2021-11-25 00:00:00,Sell,6372.57
148,992,2024-02-03 00:00:00,Withdrawal,1037.33
149,801,2024-12-10 00:00:00,Sell,7224.07
150,893,2021-09-13 00:00:00,Sell,1560.84
151,1483,2020-10-15 00:00:00,Dividend,9509.66
152,115,2024-05-20 00:00:00,Buy,3804.18
153,480,2026-05-30 00:00:00,Buy,9257.56
154,1102,2022-01-18 00:00:00,Sell,18850.13
155,669,2023-04-29 00:00:00,Buy,1768.77
156,1413,2025-04-16 00:00:00,Dividend,1128.79
157,775,2026-05-26 00:00:00,Dividend,44669.84
158,991,2025-04-30 00:00:00,Buy,26266.84
159,1224,2021-02-28 00:00:00,Buy,3665.25
160,99,2021-07-06 00:00:00,Contribution,3164.11
161,12,2025-02-26 00:00:00,Buy,2091.42
162,1107,2025-05-27 00:00:00,Rebalance,10254.49
163,474,2020-11-13 00:00:00,Contribution,231.03
164,1436,2023-04-29 00:00:00,Contribution,9782.57
165,1325,2024-12-22 00:00:00,Sell,6500.34
166,1461,2024-06-15 00:00:00,Sell,3649.3
167,358,2025-08-15 00:00:00,Buy,2677.36
168,1314,2025-06-01 00:00:00,Contribution,37299.14
169,126,2023-04-28 00:00:00,Rebalance,3792.5
170,681,2020-08-23 00:00:00,Buy,8010.5
171,606,2025-11-03 00:00:00,Sell,1933.6
172,7,2026-05-05 00:00:00,Contribution,16995.47
173,143,2021-03-18 00:00:00,Buy,3328.14
174,497,2026-05-16 00:00:00,Sell,28889.19
175,895,2024-03-01 00:00:00,Rebalance,2302.12
176,170,2021-11-19 00:00:00,Contribution,1870.79
177,163,2024-01-31 00:00:00,Sell,779.04
178,185,2020-02-03 00:00:00,Rebalance,9591.54
179,447,2022-11-27 00:00:00,Contribution,5361.96
180,407,2022-01-03 00:00:00,Buy,4154.57
181,1246,2024-02-16 00:00:00,Rebalance,1166.09
182,764,2024-01-20 00:00:00,Withdrawal,9144.65
183,109,2022-12-21 00:00:00,Buy,1081.35
184,794,2023-11-14 00:00:00,Buy,37997.96
185,23,2023-01-25 00:00:00,Contribution,3895.74
186,7,2022-05-12 00:00:00,Sell,2442.49
187,46,2024-08-07 00:00:00,Dividend,724.79
188,419,2023-12-26 00:00:00,Contribution,6409.52
189,1034,2022-11-16 00:00:00,Buy,13851.45
190,630,2023-02-26 00:00:00,Buy,993.21
191,619,2021-02-07 00:00:00,Contribution,14210.3
192,423,2023-03-05 00:00:00,Sell,11061.32
193,1186,2024-02-03 00:00:00,Contribution,2553.94
194,1426,2020-06-18 00:00:00,Buy,26256.25
195,509,2025-03-15 00:00:00,Buy,1507.14
196,270,2022-12-09 00:00:00,Sell,2316.18
197,1304,2024-08-07 00:00:00,Buy,10262.48
198,828,2025-01-22 00:00:00,Withdrawal,13856.95
199,81,2022-07-23 00:00:00,Contribution,2648.06
200,1010,2022-02-22 00:00:00,Sell,6565.34
201,872,2025-05-10 00:00:00,Buy,1082.54
202,603,2024-04-10 00:00:00,Buy,33198.27
203,57,2022-09-05 00:00:00,Sell,12160.14
204,413,2024-05-02 00:00:00,Dividend,4041.76
205,376,2025-01-24 00:00:00,Buy,21991.97
206,918,2021-09-25 00:00:00,Rebalance,6250.43
207,544,2020-03-24 00:00:00,Withdrawal,2607.82
208,792,2021-02-06 00:00:00,Contribution,4523.77
209,1097,2021-11-23 00:00:00,Sell,1978.93
210,138,2021-06-15 00:00:00,Contribution,5469.69
211,567,2025-08-14 00:00:00,Withdrawal,70951.47
212,147,2026-03-31 00:00:00,Buy,8276.1
213,677,2026-03-24 00:00:00,Contribution,1769.01
214,952,2021-09-07 00:00:00,Withdrawal,908.46
215,802,2022-02-09 00:00:00,Dividend,1260.78
216,377,2025-08-05 00:00:00,Buy,2400.6
217,694,2020-01-06 00:00:00,Buy,7542.96
218,1164,2022-02-27 00:00:00,Withdrawal,14865.54
219,1180,2021-02-05 00:00:00,Buy,3389.54
220,765,2022-04-01 00:00:00,Buy,3216.78
221,328,2021-01-23 00:00:00,Dividend,3045.35
222,885,2020-02-18 00:00:00,Rebalance,7084.97
223,810,2024-12-07 00:00:00,Contribution,2045.9
224,1446,2024-08-08 00:00:00,Buy,6266.42
225,138,2020-07-28 00:00:00,Sell,508.4
226,1202,2020-12-14 00:00:00,Sell,7261.74
227,37,2022-05-09 00:00:00,Buy,6688.31
228,546,2026-02-23 00:00:00,Buy,21501.7
229,1325,2023-03-07 00:00:00,Sell,31817.94
230,1239,2021-09-08 00:00:00,Buy,7936.73
231,974,2023-07-09 00:00:00,Rebalance,5224.46
232,203,2023-03-12 00:00:00,Sell,6009.43
233,146,2020-11-20 00:00:00,Sell,3993.42
234,967,2023-08-22 00:00:00,Sell,3256.72
235,177,2024-12-07 00:00:00,Buy,2721.56
236,1291,2020-07-08 00:00:00,Buy,13939.68
237,253,2023-11-01 00:00:00,Buy,762.11
238,528,2022-07-13 00:00:00,Withdrawal,1868.49
239,1221,2025-02-16 00:00:00,Rebalance,8601.41
240,1273,2020-06-18 00:00:00,Sell,6141.51
241,146,2025-03-03 00:00:00,Withdrawal,12942.01
242,1300,2022-04-03 00:00:00,Contribution,3631.78
243,1276,2023-12-21 00:00:00,Rebalance,16992.4
244,6,2022-03-23 00:00:00,Sell,7307.65
245,1061,2020-05-20 00:00:00,Contribution,13015.62
246,1312,2024-12-16 00:00:00,Sell,1416.54
247,183,2024-08-06 00:00:00,Sell,6779.66
248,97,2025-08-02 00:00:00,Buy,6156.42
249,585,2020-02-12 00:00:00,Buy,11106.04
250,133,2021-01-29 00:00:00,Withdrawal,3903.15
251,625,2025-05-04 00:00:00,Buy,3174.65
252,679,2026-03-04 00:00:00,Rebalance,8200.81
253,727,2022-05-15 00:00:00,Rebalance,11788.4
254,1335,2026-04-12 00:00:00,Buy,719.04
255,578,2022-01-17 00:00:00,Sell,35765.25
256,976,2021-02-27 00:00:00,Buy,9410.52
257,862,2022-12-26 00:00:00,Contribution,2241.71
258,363,2020-05-20 00:00:00,Sell,2439.6
259,436,2022-11-10 00:00:00,Contribution,1115.39
260,762,2020-08-06 00:00:00,Buy,132.76
261,756,2021-09-20 00:00:00,Buy,783.74
262,541,2024-12-26 00:00:00,Contribution,11592.77
263,1309,2025-08-27 00:00:00,Withdrawal,3270.81
264,718,2023-11-05 00:00:00,Rebalance,32762.49
265,104,2020-05-15 00:00:00,Contribution,8739.81
266,542,2020-12-10 00:00:00,Contribution,18852.76
267,1261,2022-02-14 00:00:00,Withdrawal,44459.01
268,760,2021-02-28 00:00:00,Rebalance,2068.58
269,1240,2021-12-09 00:00:00,Contribution,9205.32
270,486,2023-02-27 00:00:00,Rebalance,16751.34
271,1111,2022-07-05 00:00:00,Rebalance,51107.51
272,254,2021-03-17 00:00:00,Buy,1319.83
273,391,2021-10-20 00:00:00,Rebalance,32053.76
274,831,2026-04-30 00:00:00,Sell,40202.51
275,743,2026-05-05 00:00:00,Buy,7299.83
276,917,2023-11-22 00:00:00,Dividend,28107.77
277,199,2025-09-26 00:00:00,Sell,20189.57
278,1374,2023-08-07 00:00:00,Buy,36515.89
279,586,2022-10-30 00:00:00,Sell,1164.85
280,596,2020-01-22 00:00:00,Buy,19716.11
281,1219,2024-04-12 00:00:00,Dividend,3672.54
282,1481,2024-02-12 00:00:00,Sell,12023.87
283,84,2025-05-09 00:00:00,Buy,971.48
284,923,2021-06-26 00:00:00,Buy,12655.62
285,817,2026-04-06 00:00:00,Withdrawal,4146.87
286,102,2022-03-01 00:00:00,Contribution,11578.77
287,1323,2022-10-18 00:00:00,Dividend,7603.58
288,151,2025-11-17 00:00:00,Buy,3045.24
289,420,2023-08-29 00:00:00,Rebalance,4449.72
290,16,2022-02-28 00:00:00,Buy,4464.56
291,843,2021-09-07 00:00:00,Rebalance,4957.08
292,1046,2023-05-23 00:00:00,Sell,3604.96
293,10,2020-10-20 00:00:00,Withdrawal,35076.06
294,707,2023-01-15 00:00:00,Contribution,237.06
295,221,2022-06-05 00:00:00,Contribution,2503.25
296,543,2023-09-04 00:00:00,Buy,6508.81
297,158,2022-04-15 00:00:00,Buy,1887.62
298,839,2020-09-11 00:00:00,Buy,4205.2
299,44,2025-02-10 00:00:00,Withdrawal,6554.78
300,427,2025-05-18 00:00:00,Buy,52919.29
301,687,2025-03-10 00:00:00,Contribution,10710.57
302,8,2025-12-14 00:00:00,Buy,3685.67
303,514,2025-09-27 00:00:00,Withdrawal,76948.62
304,1198,2024-04-04 00:00:00,Dividend,6787.73
305,1265,2023-06-27 00:00:00,Buy,14439.47
306,1392,2025-08-25 00:00:00,Rebalance,4695.06
307,286,2025-12-03 00:00:00,Buy,5583.29
308,529,2020-06-25 00:00:00,Dividend,44235.94
309,69,2023-10-09 00:00:00,Buy,5717.44
310,523,2023-10-04 00:00:00,Contribution,17525.84
311,561,2022-06-04 00:00:00,Sell,1688.27
312,329,2020-03-12 00:00:00,Rebalance,7297.02
313,458,2025-12-15 00:00:00,Buy,13641.43
314,976,2021-02-04 00:00:00,Sell,6543.02
315,691,2023-10-02 00:00:00,Dividend,8428.57
316,1134,2021-08-08 00:00:00,Sell,27806.26
317,1155,2025-05-03 00:00:00,Contribution,47093.95
318,496,2026-04-10 00:00:00,Sell,2633.63
319,1117,2022-07-10 00:00:00,Sell,6371.23
320,632,2024-05-24 00:00:00,Contribution,5461.81
321,1246,2023-12-14 00:00:00,Buy,15924.14
322,1122,2025-07-08 00:00:00,Buy,4837.73
323,1042,2020-01-23 00:00:00,Buy,1662.37
324,1409,2025-06-29 00:00:00,Buy,10829.72
325,92,2021-04-01 00:00:00,Buy,6711.45
326,171,2025-03-18 00:00:00,Buy,10677.26
327,1242,2022-02-27 00:00:00,Buy,33224.18
328,1125,2022-12-07 00:00:00,Contribution,2992.5
329,106,2025-08-25 00:00:00,Dividend,1809.51
330,1405,2020-03-08 00:00:00,Contribution,19320.92
331,176,2021-01-09 00:00:00,Contribution,10792.72
332,1417,2022-07-23 00:00:00,Withdrawal,3569.94
333,758,2022-12-29 00:00:00,Sell,2276.39
334,398,2021-08-15 00:00:00,Contribution,2480.18
335,712,2022-07-16 00:00:00,Dividend,9345.93
336,1363,2023-08-18 00:00:00,Sell,615.91
337,1333,2022-09-12 00:00:00,Sell,6969.75
338,1476,2026-01-02 00:00:00,Dividend,2927.64
339,1236,2024-12-03 00:00:00,Contribution,789.39
340,247,2024-11-08 00:00:00,Withdrawal,9547.46
341,1423,2022-02-02 00:00:00,Buy,5268.56
342,612,2022-10-28 00:00:00,Buy,29655.87
343,216,2020-02-24 00:00:00,Withdrawal,12925.61
344,74,2023-09-28 00:00:00,Sell,2881.4
345,1275,2020-01-27 00:00:00,Buy,2551.21
346,858,2023-01-21 00:00:00,Dividend,11144.67
347,1364,2024-07-21 00:00:00,Dividend,7233.12
348,535,2020-02-06 00:00:00,Sell,8496.24
349,65,2021-01-15 00:00:00,Withdrawal,11865.22
350,72,2023-08-09 00:00:00,Contribution,2370.81
351,768,2022-09-01 00:00:00,Buy,1034.73
352,923,2020-08-10 00:00:00,Contribution,2903.03
353,1229,2023-11-02 00:00:00,Buy,8621.69
354,504,2022-09-09 00:00:00,Contribution,4472.94
355,224,2026-05-16 00:00:00,Rebalance,5857.92
356,760,2023-02-20 00:00:00,Buy,5903.45
357,42,2020-12-10 00:00:00,Sell,1670.77
358,1222,2025-05-17 00:00:00,Buy,36173.5
359,524,2024-04-09 00:00:00,Buy,3106.54
360,829,2021-03-20 00:00:00,Buy,1944.74
361,590,2020-11-23 00:00:00,Buy,2710.03
362,1081,2023-03-16 00:00:00,Dividend,17502.2
363,1292,2022-04-10 00:00:00,Dividend,12550.18
364,1475,2022-07-14 00:00:00,Buy,1978.77
365,676,2020-11-13 00:00:00,Buy,9536.47
366,371,2020-01-06 00:00:00,Contribution,6967.87
367,1426,2024-02-25 00:00:00,Buy,3322.68
368,1111,2026-05-24 00:00:00,Sell,4484.66
369,629,2026-02-22 00:00:00,Withdrawal,766.5
370,1496,2021-03-29 00:00:00,Buy,5126.83
371,1167,2022-11-29 00:00:00,Buy,11998.28
372,1386,2020-07-28 00:00:00,Sell,4301.78
373,1024,2025-09-11 00:00:00,Rebalance,14483.77
374,224,2022-09-22 00:00:00,Contribution,1756.77
375,1313,2022-07-13 00:00:00,Dividend,759.97
376,193,2024-02-12 00:00:00,Contribution,39272.54
377,451,2022-06-12 00:00:00,Buy,2517.9
378,663,2024-02-28 00:00:00,Rebalance,2721.3
379,98,2023-03-28 00:00:00,Sell,9785.37
380,1309,2021-01-13 00:00:00,Buy,10352.91
381,634,2024-11-21 00:00:00,Sell,18845.27
382,471,2021-02-12 00:00:00,Buy,8858.61
383,600,2023-04-16 00:00:00,Buy,9159.15
384,685,2025-11-08 00:00:00,Contribution,3908.39
385,647,2020-06-11 00:00:00,Sell,1638.1
386,106,2025-03-20 00:00:00,Buy,38743.2
387,1354,2022-09-26 00:00:00,Dividend,1016.02
388,1457,2020-07-15 00:00:00,Withdrawal,1116.73
389,1148,2020-10-15 00:00:00,Sell,342.11
390,1084,2024-08-25 00:00:00,Withdrawal,4449.68
391,1375,2024-10-26 00:00:00,Sell,3154.37
392,302,2024-10-29 00:00:00,Dividend,175209.19
393,1199,2025-12-22 00:00:00,Rebalance,359.51
394,460,2024-01-25 00:00:00,Dividend,9158.92
395,311,2021-02-08 00:00:00,Buy,7000.98
396,1197,2025-07-28 00:00:00,Withdrawal,23760.94
397,1184,2023-10-30 00:00:00,Withdrawal,743.65
398,1457,2021-04-01 00:00:00,Sell,6333.43
399,745,2024-09-11 00:00:00,Buy,2518.89
400,85,2023-01-22 00:00:00,Sell,11848.21
401,865,2020-12-30 00:00:00,Buy,2060.46
402,824,2022-01-17 00:00:00,Contribution,1452.07
403,698,2020-11-03 00:00:00,Contribution,25780.2
404,570,2022-07-29 00:00:00,Rebalance,1712.81
405,71,2021-01-23 00:00:00,Buy,32421.11
406,90,2025-11-30 00:00:00,Sell,3322.74
407,1410,2020-01-05 00:00:00,Buy,28378.43
408,535,2024-01-21 00:00:00,Contribution,15486.47
409,647,2022-10-26 00:00:00,Rebalance,6355.77
410,626,2021-06-28 00:00:00,Sell,2706.77
411,210,2026-01-02 00:00:00,Dividend,4819.64
412,624,2022-11-13 00:00:00,Buy,11831.39
413,1339,2025-09-12 00:00:00,Contribution,10134.79
414,720,2021-05-23 00:00:00,Sell,17117.28
415,434,2021-01-29 00:00:00,Contribution,12158.37
416,996,2022-04-08 00:00:00,Buy,5272.33
417,433,2024-05-25 00:00:00,Contribution,5357.39
418,938,2025-02-20 00:00:00,Buy,6943.41
419,675,2024-06-24 00:00:00,Buy,14444.4
420,86,2020-01-09 00:00:00,Contribution,3284.81
421,332,2021-12-07 00:00:00,Sell,6384.09
422,1396,2024-05-14 00:00:00,Buy,7251.26
423,397,2022-01-08 00:00:00,Withdrawal,8682.47
424,536,2021-03-11 00:00:00,Buy,32706.94
425,1200,2025-03-31 00:00:00,Buy,6427.72
426,70,2021-12-21 00:00:00,Buy,5996.49
427,795,2021-11-24 00:00:00,Buy,22023.45
428,313,2026-04-28 00:00:00,Sell,12883.25
429,588,2022-01-05 00:00:00,Sell,4625.29
430,360,2021-11-02 00:00:00,Sell,2298.56
431,605,2021-02-03 00:00:00,Contribution,3467.61
432,243,2020-02-05 00:00:00,Sell,7319.3
433,453,2024-09-17 00:00:00,Withdrawal,7497.99
434,792,2024-11-22 00:00:00,Sell,3427.32
435,600,2020-08-22 00:00:00,Buy,27524.02
436,400,2020-04-11 00:00:00,Buy,27180.46
437,1058,2025-05-22 00:00:00,Contribution,11497.86
438,376,2020-08-23 00:00:00,Dividend,21591.97
439,625,2024-03-26 00:00:00,Withdrawal,30565.19
440,879,2024-04-25 00:00:00,Withdrawal,14623.18
441,213,2021-10-30 00:00:00,Buy,6680.69
442,903,2021-10-14 00:00:00,Sell,26366.39
443,4,2023-01-27 00:00:00,Sell,24690.44
444,738,2023-10-27 00:00:00,Buy,2614.27
445,758,2024-05-25 00:00:00,Dividend,12288.33
446,998,2022-03-22 00:00:00,Dividend,16231.35
447,114,2023-03-04 00:00:00,Sell,27132.79
448,326,2023-10-01 00:00:00,Withdrawal,19738.04
449,357,2021-06-20 00:00:00,Rebalance,1607.54
450,1130,2023-11-12 00:00:00,Contribution,15547.58
451,919,2021-08-09 00:00:00,Dividend,2980.13
452,659,2022-12-17 00:00:00,Buy,3708.2
453,1295,2025-05-29 00:00:00,Withdrawal,10506
454,1187,2020-12-29 00:00:00,Withdrawal,8312.26
455,891,2026-01-06 00:00:00,Rebalance,4941.42
456,1052,2023-06-01 00:00:00,Withdrawal,20921.61
457,902,2023-11-26 00:00:00,Rebalance,3638.74
458,1259,2025-02-24 00:00:00,Sell,2078.08
459,1223,2024-12-11 00:00:00,Buy,9374.95
460,647,2022-04-20 00:00:00,Contribution,14597.9
461,171,2024-04-08 00:00:00,Contribution,1637.43
462,1014,2021-07-21 00:00:00,Contribution,40636.37
463,494,2026-03-24 00:00:00,Rebalance,593.16
464,830,2020-02-22 00:00:00,Withdrawal,10953.33
465,125,2026-04-27 00:00:00,Sell,5806.44
466,730,2025-07-05 00:00:00,Withdrawal,4964.57
467,1397,2021-03-04 00:00:00,Buy,6351.29
468,67,2022-08-13 00:00:00,Sell,5880.77
469,673,2021-10-01 00:00:00,Sell,7614.34
470,1096,2023-01-05 00:00:00,Dividend,2619.71
471,123,2025-07-14 00:00:00,Buy,1982.76
472,212,2022-05-31 00:00:00,Buy,28665.79
473,1180,2020-07-28 00:00:00,Sell,503.79
474,925,2020-06-05 00:00:00,Rebalance,5385.66
475,1491,2021-12-28 00:00:00,Buy,20927.99
476,1044,2023-03-15 00:00:00,Contribution,4129.29
477,996,2025-04-19 00:00:00,Sell,14154.93
478,87,2021-06-01 00:00:00,Sell,14362.32
479,1358,2022-03-23 00:00:00,Buy,21719.46
480,437,2026-03-09 00:00:00,Dividend,4831.01
481,14,2022-01-04 00:00:00,Buy,31857.49
482,652,2025-06-13 00:00:00,Sell,2719.22
483,401,2022-10-01 00:00:00,Contribution,9641.3
484,681,2024-05-10 00:00:00,Contribution,3335.2
485,1386,2024-08-29 00:00:00,Contribution,8605.64
486,984,2021-02-02 00:00:00,Rebalance,64972.11
487,117,2025-04-28 00:00:00,Contribution,8864.65
488,2,2023-10-30 00:00:00,Sell,11216
489,34,2024-06-15 00:00:00,Buy,4775.85
490,514,2022-01-09 00:00:00,Sell,2797.9
491,460,2024-04-06 00:00:00,Contribution,1655.92
492,1343,2024-03-14 00:00:00,Contribution,28682.6
493,947,2025-09-23 00:00:00,Sell,2748.17
494,55,2024-10-18 00:00:00,Buy,11693.04
495,338,2024-05-11 00:00:00,Sell,2551.35
496,393,2023-07-21 00:00:00,Withdrawal,13319.87
497,601,2025-09-28 00:00:00,Rebalance,916.96
498,1381,2020-01-19 00:00:00,Rebalance,9567.1
499,75,2022-09-07 00:00:00,Contribution,2608.94
500,177,2020-06-07 00:00:00,Rebalance,8701.62
501,1122,2020-03-18 00:00:00,Buy,6952.32
502,311,2022-01-01 00:00:00,Buy,36695.31
503,1424,2025-07-11 00:00:00,Sell,20133.25
504,1412,2024-03-27 00:00:00,Sell,7798.23
505,1094,2024-03-04 00:00:00,Withdrawal,15253.98
506,1185,2024-12-19 00:00:00,Contribution,2941.91
507,824,2021-07-03 00:00:00,Dividend,3936.7
508,1234,2023-01-01 00:00:00,Buy,6003.66
509,828,2022-06-17 00:00:00,Sell,913.16
510,1169,2024-08-24 00:00:00,Buy,1894.68
511,942,2024-12-30 00:00:00,Dividend,13568.56
512,102,2022-09-28 00:00:00,Sell,45068.09
513,682,2025-03-06 00:00:00,Buy,21016.43
514,1373,2021-06-05 00:00:00,Buy,963.84
515,286,2022-02-22 00:00:00,Sell,9182.48
516,452,2026-02-11 00:00:00,Buy,10195.83
