account_id,customer_id,account_type,base_currency,opened_date,status
55,201,Brokerage,GBP,2025-10-12 00:00:00,Active
56,188,Retirement,EUR,2023-09-12 00:00:00,Active
57,41,Advisory,EUR,2018-12-02 00:00:00,Active
58,264,Brokerage,USD,2024-02-06 00:00:00,Active
59,773,Retirement,USD,2025-04-04 00:00:00,Restricted
60,289,Trust,EUR,2025-04-26 00:00:00,Active
61,981,Brokerage,USD,2019-01-16 00:00:00,Active
62,837,Advisory,USD,2023-03-23 00:00:00,Active
63,431,Retirement,USD,2020-10-06 00:00:00,Active
64,990,Brokerage,USD,2016-03-22 00:00:00,Active
65,468,Retirement,USD,2025-05-02 00:00:00,Closed
66,17,Brokerage,USD,2017-02-21 00:00:00,Active
67,69,Brokerage,USD,2019-10-07 00:00:00,Closed
68,52,Advisory,EUR,2016-10-13 00:00:00,Active
69,875,Advisory,USD,2016-12-06 00:00:00,Active
70,329,Trust,USD,2020-04-01 00:00:00,Active
71,543,Trust,GBP,2020-12-04 00:00:00,Restricted
72,712,Advisory,EUR,2017-10-17 00:00:00,Active
73,700,Brokerage,EUR,2017-12-22 00:00:00,Closed
74,131,Brokerage,EUR,2025-05-18 00:00:00,Active
75,875,Advisory,USD,2017-07-14 00:00:00,Active
76,335,Retirement,USD,2022-04-21 00:00:00,Closed
77,882,Brokerage,EUR,2019-02-09 00:00:00,Active
78,18,Brokerage,USD,2018-03-31 00:00:00,Active
79,817,Brokerage,USD,2022-08-17 00:00:00,Active
80,44,Trust,GBP,2021-09-18 00:00:00,Active
81,654,Brokerage,CAD,2017-01-07 00:00:00,Closed
82,434,Brokerage,USD,2020-02-18 00:00:00,Closed
83,840,Brokerage,GBP,2024-10-31 00:00:00,Closed
84,658,Trust,EUR,2017-03-18 00:00:00,Active
85,599,Retirement,USD,2017-11-17 00:00:00,Active
86,469,Brokerage,USD,2018-01-26 00:00:00,Active
87,890,Brokerage,EUR,2017-08-23 00:00:00,Active
88,224,Retirement,CAD,2025-11-19 00:00:00,Active
89,451,Brokerage,USD,2024-04-09 00:00:00,Active
90,726,Retirement,EUR,2018-01-03 00:00:00,Closed
91,701,Advisory,CAD,2020-01-30 00:00:00,Active
92,789,Retirement,USD,2020-11-01 00:00:00,Closed
93,680,Trust,GBP,2025-01-07 00:00:00,Active
94,50,Brokerage,EUR,2022-10-29 00:00:00,Active
95,561,Retirement,EUR,2023-04-13 00:00:00,Active
96,504,Retirement,USD,2021-11-15 00:00:00,Closed
97,505,Brokerage,CAD,2024-10-28 00:00:00,Active
98,483,Brokerage,EUR,2022-08-29 00:00:00,Closed
99,805,Retirement,CAD,2023-05-05 00:00:00,Active
100,346,Advisory,USD,2021-08-31 00:00:00,Active
101,739,Retirement,USD,2020-03-19 00:00:00,Active
102,520,Brokerage,GBP,2022-10-20 00:00:00,Closed
103,315,Brokerage,GBP,2026-02-23 00:00:00,Active
104,74,Retirement,EUR,2020-01-10 00:00:00,Active
105,631,Retirement,GBP,2022-09-06 00:00:00,Active
106,478,Brokerage,USD,2016-08-10 00:00:00,Active
107,552,Advisory,USD,2022-12-25 00:00:00,Active
108,270,Retirement,EUR,2022-08-02 00:00:00,Active
109,474,Advisory,USD,2018-02-10 00:00:00,Restricted
110,884,Advisory,GBP,2018-06-24 00:00:00,Active
111,128,Retirement,EUR,2016-03-03 00:00:00,Active
112,442,Brokerage,GBP,2022-07-15 00:00:00,Active
113,688,Retirement,GBP,2021-12-13 00:00:00,Active
114,21,Brokerage,EUR,2021-04-30 00:00:00,Active
115,714,Trust,USD,2026-01-29 00:00:00,Closed
116,169,Brokerage,EUR,2016-03-30 00:00:00,Active
117,111,Retirement,USD,2026-03-28 00:00:00,Closed
118,389,Trust,EUR,2020-10-04 00:00:00,Active
119,275,Advisory,GBP,2022-02-03 00:00:00,Active
120,791,Advisory,USD,2024-09-30 00:00:00,Active
121,90,Brokerage,GBP,2016-05-25 00:00:00,Active
122,150,Advisory,EUR,2020-05-20 00:00:00,Active
123,649,Brokerage,GBP,2025-03-25 00:00:00,Active
124,777,Brokerage,USD,2020-02-09 00:00:00,Active
125,492,Advisory,CAD,2017-07-30 00:00:00,Active
126,362,Advisory,USD,2018-11-15 00:00:00,Closed
127,928,Retirement,USD,2023-08-28 00:00:00,Closed
128,839,Retirement,CAD,2020-04-02 00:00:00,Active
129,436,Brokerage,USD,2019-11-19 00:00:00,Active
130,511,Brokerage,EUR,2026-03-14 00:00:00,Active
131,443,Retirement,CAD,2019-02-28 00:00:00,Active
132,35,Retirement,GBP,2023-01-01 00:00:00,Active
133,542,Advisory,GBP,2018-01-27 00:00:00,Active
134,281,Retirement,CAD,2025-06-27 00:00:00,Active
135,945,Trust,GBP,2024-07-12 00:00:00,Active
136,74,Advisory,EUR,2023-11-13 00:00:00,Active
137,334,Brokerage,EUR,2018-09-25 00:00:00,Active
138,751,Retirement,USD,2019-08-20 00:00:00,Active
139,545,Advisory,GBP,2020-12-09 00:00:00,Active
140,206,Advisory,EUR,2017-06-18 00:00:00,Active
141,199,Brokerage,GBP,2025-12-15 00:00:00,Active
142,668,Retirement,EUR,2023-12-26 00:00:00,Active
143,227,Retirement,GBP,2025-04-04 00:00:00,Active
144,777,Trust,USD,2024-06-05 00:00:00,Active
145,369,Trust,GBP,2025-01-16 00:00:00,Active
146,204,Trust,CAD,2018-08-24 00:00:00,Active
147,830,Trust,CAD,2024-12-24 00:00:00,Active
148,449,Brokerage,GBP,2023-10-29 00:00:00,Active
149,440,Retirement,GBP,2018-01-29 00:00:00,Active
150,688,Trust,GBP,2017-11-05 00:00:00,Active
151,725,Brokerage,EUR,2016-04-18 00:00:00,Active
152,822,Brokerage,USD,2022-12-13 00:00:00,Active
153,352,Retirement,CAD,2018-09-19 00:00:00,Active
154,636,Brokerage,EUR,2025-08-14 00:00:00,Active
155,170,Retirement,EUR,2018-05-24 00:00:00,Active
156,89,Retirement,USD,2017-07-31 00:00:00,Active
157,763,Brokerage,EUR,2016-04-02 00:00:00,Closed
158,89,Brokerage,USD,2024-08-31 00:00:00,Active
159,780,Brokerage,EUR,2023-05-20 00:00:00,Active
160,23,Trust,EUR,2022-11-03 00:00:00,Active
161,861,Brokerage,EUR,2024-08-12 00:00:00,Active
162,80,Brokerage,EUR,2016-12-06 00:00:00,Closed
163,848,Trust,USD,2023-03-29 00:00:00,Active
164,206,Advisory,EUR,2026-02-04 00:00:00,Active
165,620,Brokerage,USD,2023-03-27 00:00:00,Active
166,125,Advisory,CAD,2021-04-24 00:00:00,Active
167,983,Brokerage,USD,2022-08-22 00:00:00,Active
168,883,Trust,USD,2021-05-11 00:00:00,Active
169,537,Retirement,USD,2024-11-05 00:00:00,Active
170,82,Retirement,EUR,2016-03-08 00:00:00,Active
171,489,Retirement,EUR,2016-11-01 00:00:00,Closed
172,473,Trust,USD,2026-03-19 00:00:00,Active
173,534,Brokerage,USD,2024-06-22 00:00:00,Active
174,393,Retirement,CAD,2018-07-03 00:00:00,Closed
175,73,Retirement,EUR,2024-02-12 00:00:00,Active
176,805,Brokerage,CAD,2025-05-07 00:00:00,Active
177,68,Trust,USD,2018-11-29 00:00:00,Active
178,559,Retirement,GBP,2018-05-26 00:00:00,Active
179,601,Retirement,EUR,2016-06-26 00:00:00,Closed
180,157,Retirement,EUR,2022-01-08 00:00:00,Active
181,912,Advisory,EUR,2017-07-22 00:00:00,Active
182,918,Brokerage,EUR,2016-06-22 00:00:00,Active
183,35,Brokerage,GBP,2026-02-18 00:00:00,Closed
184,140,Brokerage,GBP,2017-06-05 00:00:00,Active
185,717,Brokerage,USD,2017-10-29 00:00:00,Active
186,537,Trust,USD,2017-08-06 00:00:00,Active
187,503,Retirement,CAD,2020-09-11 00:00:00,Active
188,136,Brokerage,USD,2020-09-04 00:00:00,Active
189,530,Retirement,GBP,2024-09-03 00:00:00,Active
190,266,Brokerage,USD,2024-10-20 00:00:00,Closed
191,727,Retirement,USD,2024-11-04 00:00:00,Active
192,720,Brokerage,USD,2018-06-12 00:00:00,Active
193,66,Retirement,USD,2025-10-17 00:00:00,Active
194,382,Brokerage,CAD,2023-01-25 00:00:00,Active
195,373,Retirement,USD,2026-03-11 00:00:00,Active
196,744,Brokerage,EUR,2025-08-20 00:00:00,Active
197,125,Advisory,CAD,2020-09-26 00:00:00,Closed
198,714,Advisory,USD,2021-02-10 00:00:00,Active
199,944,Brokerage,GBP,2017-05-25 00:00:00,Active
200,763,Brokerage,EUR,2017-03-28 00:00:00,Active
201,342,Advisory,CAD,2016-08-13 00:00:00,Active
202,11,Brokerage,USD,2023-09-14 00:00:00,Active
203,190,Retirement,EUR,2023-01-05 00:00:00,Active
204,304,Retirement,USD,2018-02-11 00:00:00,Restricted
205,869,Brokerage,EUR,2022-05-28 00:00:00,Closed
206,787,Retirement,CAD,2024-07-06 00:00:00,Active
207,68,Retirement,USD,2025-12-26 00:00:00,Active
208,473,Advisory,USD,2024-02-22 00:00:00,Active
209,981,Retirement,USD,2023-10-17 00:00:00,Active
210,352,Advisory,CAD,2018-03-17 00:00:00,Active
211,954,Retirement,GBP,2020-05-02 00:00:00,Active
212,909,Retirement,EUR,2025-08-09 00:00:00,Active
213,203,Advisory,EUR,2017-07-02 00:00:00,Active
214,534,Trust,USD,2022-09-07 00:00:00,Active
215,410,Advisory,USD,2016-04-01 00:00:00,Active
216,608,Retirement,USD,2021-11-14 00:00:00,Active
217,530,Brokerage,GBP,2022-06-03 00:00:00,Active
218,541,Advisory,USD,2021-06-07 00:00:00,Active
219,721,Retirement,EUR,2024-09-09 00:00:00,Active
220,395,Advisory,USD,2017-07-30 00:00:00,Active
221,173,Brokerage,CAD,2024-01-20 00:00:00,Active
222,622,Trust,EUR,2023-12-29 00:00:00,Active
223,996,Brokerage,USD,2024-06-09 00:00:00,Active
224,417,Brokerage,USD,2025-05-14 00:00:00,Active
225,927,Brokerage,GBP,2025-12-10 00:00:00,Active
226,501,Brokerage,USD,2026-01-09 00:00:00,Active
227,402,Retirement,USD,2025-09-25 00:00:00,Active
228,846,Trust,EUR,2019-03-12 00:00:00,Active
229,703,Advisory,EUR,2025-12-19 00:00:00,Active
230,926,Brokerage,USD,2022-06-19 00:00:00,Active
231,396,Trust,GBP,2024-03-08 00:00:00,Active
232,204,Brokerage,CAD,2022-05-04 00:00:00,Active
233,940,Brokerage,USD,2018-04-23 00:00:00,Active
234,974,Retirement,GBP,2019-09-18 00:00:00,Active
235,797,Trust,GBP,2025-02-02 00:00:00,Active
236,376,Brokerage,USD,2023-11-27 00:00:00,Active
237,581,Brokerage,EUR,2023-11-07 00:00:00,Active
238,183,Brokerage,USD,2020-01-14 00:00:00,Active
239,2,Retirement,USD,2025-07-05 00:00:00,Active
240,264,Trust,USD,2024-10-07 00:00:00,Active
241,658,Retirement,EUR,2025-07-15 00:00:00,Active
242,55,Brokerage,USD,2020-02-05 00:00:00,Active
243,434,Brokerage,USD,2019-10-31 00:00:00,Active
244,622,Retirement,EUR,2018-01-15 00:00:00,Active
245,341,Brokerage,CAD,2017-03-10 00:00:00,Active
246,13,Brokerage,GBP,2020-11-22 00:00:00,Active
247,961,Brokerage,USD,2020-07-26 00:00:00,Active
248,66,Brokerage,USD,2016-08-03 00:00:00,Active
249,705,Brokerage,CAD,2024-08-29 00:00:00,Active
250,832,Trust,CAD,2023-03-31 00:00:00,Active
251,936,Trust,USD,2022-05-21 00:00:00,Active
252,949,Brokerage,EUR,2024-09-06 00:00:00,Active
253,861,Retirement,EUR,2017-10-04 00:00:00,Active
254,627,Brokerage,EUR,2021-06-24 00:00:00,Active
255,635,Brokerage,GBP,2016-02-05 00:00:00,Active
256,973,Brokerage,USD,2016-04-15 00:00:00,Active
257,161,Brokerage,GBP,2016-03-23 00:00:00,Active
258,4,Retirement,EUR,2024-12-05 00:00:00,Active
259,476,Advisory,USD,2025-10-03 00:00:00,Active
260,23,Trust,EUR,2026-02-06 00:00:00,Active
261,943,Advisory,EUR,2016-12-05 00:00:00,Active
262,609,Advisory,GBP,2024-06-15 00:00:00,Active
263,955,Brokerage,CAD,2024-06-29 00:00:00,Closed
264,643,Trust,CAD,2021-06-23 00:00:00,Active
265,752,Trust,GBP,2023-05-28 00:00:00,Active
266,299,Retirement,USD,2017-05-22 00:00:00,Active
267,85,Brokerage,CAD,2016-10-25 00:00:00,Active
268,666,Advisory,CAD,2025-02-15 00:00:00,Active
269,524,Brokerage,USD,2019-10-15 00:00:00,Active
270,512,Brokerage,CAD,2020-06-01 00:00:00,Active
271,578,Advisory,CAD,2020-05-23 00:00:00,Active
272,958,Brokerage,GBP,2022-12-14 00:00:00,Active
273,674,Brokerage,GBP,2024-02-15 00:00:00,Active
274,622,Brokerage,EUR,2019-07-21 00:00:00,Active
275,183,Brokerage,USD,2018-10-03 00:00:00,Active
276,3,Retirement,USD,2017-09-05 00:00:00,Closed
277,31,Retirement,USD,2019-06-11 00:00:00,Restricted
278,13,Trust,GBP,2017-06-23 00:00:00,Closed
279,641,Advisory,USD,2024-02-13 00:00:00,Active
280,300,Brokerage,EUR,2018-06-28 00:00:00,Active
281,753,Retirement,USD,2025-11-15 00:00:00,Active
282,971,Trust,GBP,2019-04-29 00:00:00,Active
283,34,Retirement,GBP,2020-05-25 00:00:00,Active
284,348,Brokerage,USD,2024-11-12 00:00:00,Active
285,626,Retirement,GBP,2024-05-23 00:00:00,Active
286,612,Brokerage,USD,2017-01-07 00:00:00,Active
287,924,Advisory,GBP,2017-08-14 00:00:00,Active
288,271,Advisory,USD,2023-11-16 00:00:00,Active
289,186,Retirement,EUR,2019-10-12 00:00:00,Active
290,912,Retirement,EUR,2024-03-25 00:00:00,Active
291,841,Brokerage,EUR,2023-12-17 00:00:00,Active
292,221,Trust,GBP,2017-02-04 00:00:00,Active
293,968,Trust,USD,2021-08-31 00:00:00,Active
294,959,Brokerage,USD,2018-12-24 00:00:00,Active
295,331,Retirement,EUR,2018-12-13 00:00:00,Closed
296,973,Brokerage,USD,2016-11-18 00:00:00,Active
297,599,Advisory,USD,2019-10-07 00:00:00,Active
298,753,Brokerage,USD,2016-03-09 00:00:00,Active
299,402,Trust,USD,2022-06-29 00:00:00,Active
300,895,Trust,USD,2022-11-04 00:00:00,Active
301,23,Trust,EUR,2020-02-14 00:00:00,Active
302,619,Trust,CAD,2020-07-20 00:00:00,Closed
303,236,Advisory,USD,2024-05-18 00:00:00,Active
304,483,Brokerage,EUR,2017-09-05 00:00:00,Closed
305,752,Brokerage,GBP,2020-01-28 00:00:00,Active
306,287,Brokerage,CAD,2016-09-05 00:00:00,Active
307,70,Brokerage,EUR,2020-05-24 00:00:00,Active
308,608,Retirement,USD,2017-02-12 00:00:00,Active
309,50,Brokerage,EUR,2017-10-18 00:00:00,Active
310,713,Trust,EUR,2024-08-16 00:00:00,Active
311,196,Retirement,EUR,2024-03-01 00:00:00,Restricted
312,233,Trust,USD,2023-05-28 00:00:00,Active
313,763,Retirement,EUR,2016-03-27 00:00:00,Active
314,136,Advisory,USD,2025-07-02 00:00:00,Closed
315,605,Trust,GBP,2023-09-27 00:00:00,Active
316,102,Brokerage,EUR,2022-05-14 00:00:00,Active
317,171,Trust,EUR,2019-10-19 00:00:00,Closed
318,640,Advisory,USD,2021-08-08 00:00:00,Active
319,100,Retirement,USD,2025-07-11 00:00:00,Active
320,739,Trust,USD,2016-03-13 00:00:00,Active
321,467,Brokerage,EUR,2016-09-25 00:00:00,Closed
322,618,Retirement,CAD,2023-02-05 00:00:00,Active
323,998,Trust,USD,2023-08-28 00:00:00,Active
324,663,Retirement,USD,2021-05-18 00:00:00,Active
325,679,Brokerage,EUR,2019-11-02 00:00:00,Active
326,464,Advisory,CAD,2022-01-26 00:00:00,Active
327,981,Retirement,USD,2016-08-25 00:00:00,Active
328,628,Retirement,EUR,2018-09-15 00:00:00,Closed
329,995,Brokerage,EUR,2022-09-08 00:00:00,Active
330,679,Trust,EUR,2022-07-17 00:00:00,Closed
331,999,Brokerage,USD,2018-04-20 00:00:00,Active
332,816,Brokerage,GBP,2024-02-26 00:00:00,Active
333,322,Advisory,GBP,2017-04-24 00:00:00,Active
334,222,Brokerage,CAD,2019-01-02 00:00:00,Active
335,493,Brokerage,CAD,2018-04-18 00:00:00,Active
336,297,Retirement,EUR,2018-10-23 00:00:00,Closed
337,756,Trust,EUR,2023-09-07 00:00:00,Active
338,845,Brokerage,CAD,2023-02-04 00:00:00,Active
339,704,Trust,USD,2023-03-25 00:00:00,Active
340,790,Retirement,GBP,2024-06-30 00:00:00,Active
341,76,Retirement,EUR,2019-10-17 00:00:00,Closed
342,150,Retirement,EUR,2020-06-03 00:00:00,Active
343,453,Brokerage,GBP,2020-10-10 00:00:00,Active
344,512,Brokerage,CAD,2024-07-15 00:00:00,Active
345,291,Brokerage,GBP,2024-06-13 00:00:00,Active
346,361,Brokerage,EUR,2025-08-31 00:00:00,Active
347,113,Advisory,USD,2022-11-26 00:00:00,Active
348,282,Retirement,USD,2023-01-05 00:00:00,Active
349,129,Brokerage,EUR,2021-05-28 00:00:00,Active
350,161,Advisory,GBP,2021-12-04 00:00:00,Active
351,929,Advisory,CAD,2020-01-13 00:00:00,Active
352,457,Retirement,USD,2023-10-20 00:00:00,Active
353,916,Retirement,EUR,2021-07-20 00:00:00,Closed
354,233,Retirement,USD,2017-11-18 00:00:00,Active
355,161,Retirement,GBP,2021-06-18 00:00:00,Closed
356,167,Brokerage,USD,2022-06-28 00:00:00,Active
357,474,Trust,USD,2023-07-22 00:00:00,Active
358,739,Brokerage,USD,2017-04-30 00:00:00,Active
359,732,Trust,EUR,2026-01-06 00:00:00,Active
360,653,Retirement,USD,2026-01-10 00:00:00,Active
361,195,Advisory,USD,2022-12-20 00:00:00,Active
362,633,Retirement,GBP,2020-01-10 00:00:00,Active
363,715,Retirement,CAD,2020-01-03 00:00:00,Active
364,261,Brokerage,GBP,2023-03-23 00:00:00,Closed
365,18,Brokerage,USD,2023-01-15 00:00:00,Active
366,821,Trust,USD,2018-08-24 00:00:00,Active
367,893,Retirement,GBP,2023-06-29 00:00:00,Active
368,313,Trust,USD,2026-01-18 00:00:00,Active
369,909,Advisory,EUR,2021-12-17 00:00:00,Active
370,866,Retirement,EUR,2017-03-01 00:00:00,Active
371,23,Brokerage,EUR,2023-09-17 00:00:00,Active
372,418,Brokerage,USD,2020-01-29 00:00:00,Active
373,213,Brokerage,GBP,2019-04-13 00:00:00,Active
374,444,Brokerage,USD,2019-10-23 00:00:00,Active
375,145,Advisory,GBP,2020-04-23 00:00:00,Active
376,777,Retirement,USD,2022-08-23 00:00:00,Active
377,130,Advisory,GBP,2024-05-28 00:00:00,Active
378,436,Trust,USD,2021-06-04 00:00:00,Active
379,169,Brokerage,EUR,2021-08-23 00:00:00,Closed
380,779,Brokerage,CAD,2019-07-29 00:00:00,Active
381,397,Brokerage,USD,2025-01-27 00:00:00,Active
382,724,Brokerage,USD,2016-01-10 00:00:00,Active
383,835,Retirement,EUR,2019-09-08 00:00:00,Closed
384,774,Retirement,CAD,2025-05-16 00:00:00,Active
385,453,Retirement,GBP,2021-02-09 00:00:00,Active
386,876,Brokerage,GBP,2021-11-16 00:00:00,Active
387,609,Retirement,GBP,2025-03-11 00:00:00,Restricted
388,313,Retirement,USD,2021-05-20 00:00:00,Active
389,768,Brokerage,CAD,2016-03-11 00:00:00,Active
390,80,Brokerage,EUR,2017-09-26 00:00:00,Active
391,170,Retirement,EUR,2023-12-18 00:00:00,Active
392,350,Retirement,EUR,2016-02-22 00:00:00,Active
393,228,Brokerage,GBP,2023-09-27 00:00:00,Active
394,591,Retirement,GBP,2018-09-07 00:00:00,Active
395,135,Brokerage,CAD,2020-09-26 00:00:00,Active
396,797,Trust,GBP,2018-08-20 00:00:00,Active
397,45,Brokerage,CAD,2022-11-03 00:00:00,Closed
398,400,Trust,EUR,2021-10-23 00:00:00,Active
399,616,Brokerage,USD,2023-08-29 00:00:00,Active
400,696,Trust,CAD,2023-02-21 00:00:00,Active
401,460,Retirement,CAD,2018-04-24 00:00:00,Active
402,138,Retirement,USD,2025-11-19 00:00:00,Active
403,241,Retirement,USD,2016-10-03 00:00:00,Active
404,563,Advisory,EUR,2020-09-24 00:00:00,Active
405,757,Retirement,USD,2023-11-19 00:00:00,Closed
406,987,Brokerage,USD,2021-12-15 00:00:00,Active
407,216,Trust,GBP,2019-04-07 00:00:00,Active
408,954,Trust,GBP,2017-04-30 00:00:00,Active
409,506,Brokerage,GBP,2016-02-28 00:00:00,Active
410,802,Brokerage,EUR,2025-08-12 00:00:00,Active
411,681,Trust,EUR,2026-01-28 00:00:00,Active
412,834,Brokerage,USD,2017-09-19 00:00:00,Active
413,848,Brokerage,USD,2018-04-18 00:00:00,Active
414,297,Retirement,EUR,2016-07-12 00:00:00,Active
415,368,Trust,USD,2018-12-27 00:00:00,Active
416,142,Retirement,USD,2019-07-20 00:00:00,Active
417,356,Brokerage,USD,2025-05-21 00:00:00,Closed
418,729,Retirement,USD,2023-01-19 00:00:00,Active
419,740,Advisory,GBP,2023-11-07 00:00:00,Active
420,901,Retirement,CAD,2024-11-18 00:00:00,Closed
421,232,Trust,USD,2020-06-11 00:00:00,Active
422,622,Trust,EUR,2020-08-30 00:00:00,Active
423,268,Brokerage,USD,2019-06-25 00:00:00,Active
424,729,Retirement,USD,2022-03-10 00:00:00,Active
425,179,Trust,GBP,2016-02-11 00:00:00,Active
426,492,Brokerage,CAD,2021-04-13 00:00:00,Active
427,655,Retirement,EUR,2026-01-02 00:00:00,Active
428,996,Brokerage,USD,2019-02-06 00:00:00,Active
429,74,Retirement,EUR,2020-04-19 00:00:00,Active
430,687,Brokerage,CAD,2020-08-18 00:00:00,Active
431,150,Trust,EUR,2024-07-23 00:00:00,Active
432,936,Trust,USD,2020-05-09 00:00:00,Active
433,398,Trust,GBP,2018-04-27 00:00:00,Closed
434,185,Trust,GBP,2016-08-25 00:00:00,Active
435,861,Brokerage,EUR,2016-09-03 00:00:00,Active
436,488,Brokerage,USD,2017-03-06 00:00:00,Closed
437,585,Brokerage,EUR,2020-01-30 00:00:00,Active
438,392,Retirement,USD,2023-11-01 00:00:00,Active
439,303,Advisory,USD,2016-05-31 00:00:00,Active
440,723,Brokerage,CAD,2021-05-26 00:00:00,Active
441,915,Trust,CAD,2023-10-31 00:00:00,Active
442,220,Brokerage,USD,2018-09-10 00:00:00,Active
443,961,Brokerage,USD,2023-01-17 00:00:00,Closed
444,347,Brokerage,USD,2025-02-08 00:00:00,Active
445,368,Brokerage,USD,2018-11-19 00:00:00,Active
446,51,Brokerage,USD,2019-01-17 00:00:00,Active
447,577,Advisory,EUR,2022-02-07 00:00:00,Active
448,213,Brokerage,GBP,2018-10-04 00:00:00,Active
449,441,Trust,GBP,2020-12-16 00:00:00,Active
450,591,Brokerage,GBP,2016-01-21 00:00:00,Active
451,944,Brokerage,GBP,2020-03-14 00:00:00,Active
452,326,Retirement,GBP,2020-06-30 00:00:00,Closed
453,217,Retirement,USD,2016-05-05 00:00:00,Active
454,299,Retirement,USD,2023-02-09 00:00:00,Active
455,792,Advisory,USD,2020-01-21 00:00:00,Active
456,507,Brokerage,GBP,2023-06-13 00:00:00,Active
457,392,Brokerage,USD,2023-04-26 00:00:00,Active
458,201,Retirement,GBP,2021-04-11 00:00:00,Active
459,815,Brokerage,USD,2018-05-17 00:00:00,Active
460,232,Retirement,USD,2025-11-23 00:00:00,Active
461,861,Retirement,EUR,2023-08-25 00:00:00,Active
462,485,Retirement,USD,2021-12-19 00:00:00,Active
463,534,Trust,USD,2021-08-19 00:00:00,Active
464,878,Trust,USD,2020-03-14 00:00:00,Active
465,814,Brokerage,CAD,2019-02-04 00:00:00,Active
466,347,Brokerage,USD,2021-03-07 00:00:00,Active
467,886,Brokerage,EUR,2018-02-15 00:00:00,Active
468,686,Advisory,CAD,2022-11-29 00:00:00,Active
469,971,Brokerage,GBP,2019-03-20 00:00:00,Closed
470,933,Brokerage,GBP,2019-10-07 00:00:00,Restricted
471,50,Retirement,EUR,2021-11-22 00:00:00,Active
472,52,Trust,EUR,2022-05-06 00:00:00,Active
473,17,Brokerage,USD,2022-05-20 00:00:00,Restricted
474,708,Brokerage,CAD,2021-10-20 00:00:00,Active
475,303,Advisory,USD,2019-05-24 00:00:00,Active
476,602,Retirement,EUR,2018-09-29 00:00:00,Closed
477,74,Brokerage,EUR,2021-01-13 00:00:00,Active
478,340,Brokerage,USD,2018-03-30 00:00:00,Active
479,428,Trust,GBP,2018-08-24 00:00:00,Active
480,428,Retirement,GBP,2024-06-05 00:00:00,Closed
